transaction_id,sender_id,receiver_id,amount,timestamp
T298,FI5_S8,SMURF_HUB5,87,2026-02-14 09:13:53
T299,FI5_S8,SMURF_HUB5,47,2026-02-14 12:49:09
T300,FI5_S9,SMURF_HUB5,40,2026-02-14 23:25:44
T301,FI5_S9,SMURF_HUB5,82,2026-02-14 12:52:20
T302,FI5_S9,SMURF_HUB5,59,2026-02-14 19:18:15
T303,FI5_S9,SMURF_HUB5,67,2026-02-14 19:29:03
T304,FI5_S10,SMURF_HUB5,26,2026-02-14 14:54:38
T305,FI5_S10,SMURF_HUB5,87,2026-02-14 01:15:36
T306,FI5_S10,SMURF_HUB5,65,2026-02-14 14:17:28
T307,FI5_S10,SMURF_HUB5,60,2026-02-14 21:08:02
T308,FI5_S11,SMURF_HUB5,72,2026-02-14 14:33:57
T309,FI5_S11,SMURF_HUB5,53,2026-02-14 20:08:56
T310,FI5_S12,SMURF_HUB5,66,2026-02-14 01:12:06
T311,FI5_S12,SMURF_HUB5,82,2026-02-14 14:53:55
T312,FI5_S12,SMURF_HUB5,68,2026-02-14 05:55:38
T313,FI5_S12,SMURF_HUB5,62,2026-02-14 21:12:08
T314,FI5_S13,SMURF_HUB5,25,2026-02-14 18:59:42
T315,FI5_S13,SMURF_HUB5,67,2026-02-14 23:49:56
T316,FI5_S13,SMURF_HUB5,71,2026-02-14 10:31:33
T317,FI5_S14,SMURF_HUB5,82,2026-02-14 00:23:17
T318,FI5_S14,SMURF_HUB5,89,2026-02-14 19:16:10
T319,FI5_S14,SMURF_HUB5,66,2026-02-14 23:19:50
T320,SMURF_OUT1,FO1_R1,65,2026-02-16 01:01:47
T321,SMURF_OUT1,FO1_R1,83,2026-02-16 00:01:48
T322,SMURF_OUT1,FO1_R1,34,2026-02-16 13:41:41
T323,SMURF_OUT1,FO1_R1,36,2026-02-16 07:17:52
T324,SMURF_OUT1,FO1_R2,38,2026-02-16 13:31:21
T325,SMURF_OUT1,FO1_R2,86,2026-02-16 03:26:19
T326,SMURF_OUT1,FO1_R2,29,2026-02-16 03:57:27
T327,SMURF_OUT1,FO1_R2,44,2026-02-16 20:06:03
T328,SMURF_OUT1,FO1_R3,43,2026-02-16 07:51:13
T329,SMURF_OUT1,FO1_R3,86,2026-02-16 16:10:58
T330,SMURF_OUT1,FO1_R4,26,2026-02-16 11:52:58
T331,SMURF_OUT1,FO1_R4,36,2026-02-16 11:21:53
T332,SMURF_OUT1,FO1_R5,81,2026-02-16 09:27:48
T333,SMURF_OUT1,FO1_R5,56,2026-02-16 07:38:46
T334,SMURF_OUT1,FO1_R5,26,2026-02-16 20:11:51
T335,SMURF_OUT1,FO1_R5,62,2026-02-16 15:42:41
T336,SMURF_OUT1,FO1_R6,63,2026-02-16 14:35:02
T337,SMURF_OUT1,FO1_R6,33,2026-02-16 14:29:10
T338,SMURF_OUT1,FO1_R6,46,2026-02-16 15:12:42
T339,SMURF_OUT1,FO1_R6,38,2026-02-16 07:52:44
T340,SMURF_OUT1,FO1_R7,85,2026-02-16 19:31:57
T341,SMURF_OUT1,FO1_R7,84,2026-02-16 20:36:35
T342,SMURF_OUT1,FO1_R8,54,2026-02-16 09:11:42
T343,SMURF_OUT1,FO1_R8,31,2026-02-16 20:19:12
T344,SMURF_OUT1,FO1_R8,72,2026-02-16 18:19:24
T345,SMURF_OUT1,FO1_R8,31,2026-02-16 05:01:24
T346,SMURF_OUT1,FO1_R9,23,2026-02-16 19:29:36
T347,SMURF_OUT1,FO1_R9,68,2026-02-16 23:41:31
T348,SMURF_OUT1,FO1_R9,44,2026-02-16 04:24:34
T349,SMURF_OUT1,FO1_R9,81,2026-02-16 05:09:07
T350,SMURF_OUT1,FO1_R10,28,2026-02-16 00:00:37
T351,SMURF_OUT1,FO1_R10,49,2026-02-16 18:50:04
T352,SMURF_OUT1,FO1_R11,77,2026-02-16 16:00:21
T353,SMURF_OUT1,FO1_R11,90,2026-02-16 13:05:00
T354,SMURF_OUT1,FO1_R12,87,2026-02-16 16:22:42
T355,SMURF_OUT1,FO1_R12,52,2026-02-16 04:24:31
T356,SMURF_OUT1,FO1_R12,20,2026-02-16 19:39:20
T357,SMURF_OUT1,FO1_R12,45,2026-02-16 12:26:56
T358,SMURF_OUT1,FO1_R13,70,2026-02-16 16:37:24
T359,SMURF_OUT1,FO1_R13,82,2026-02-16 12:27:20
T360,SMURF_OUT1,FO1_R13,25,2026-02-16 04:09:43
T361,SMURF_OUT1,FO1_R13,53,2026-02-16 21:38:45
T362,SMURF_OUT1,FO1_R14,42,2026-02-16 13:23:28
T363,SMURF_OUT1,FO1_R14,29,2026-02-16 13:19:54
T364,SMURF_OUT1,FO1_R14,30,2026-02-16 03:23:31
T365,SMURF_OUT1,FO1_R15,74,2026-02-16 07:47:33
T366,SMURF_OUT1,FO1_R15,30,2026-02-16 21:57:56
T367,SMURF_OUT1,FO1_R15,33,2026-02-16 10:00:19
T368,SMURF_OUT2,FO2_R1,68,2026-02-17 07:52:46
T369,SMURF_OUT2,FO2_R1,44,2026-02-17 02:29:07
T370,SMURF_OUT2,FO2_R1,71,2026-02-17 18:34:24
T371,SMURF_OUT2,FO2_R2,32,2026-02-17 05:50:59
T372,SMURF_OUT2,FO2_R2,33,2026-02-17 05:15:12
T373,SMURF_OUT2,FO2_R2,27,2026-02-17 02:33:37
T374,SMURF_OUT2,FO2_R3,28,2026-02-17 19:31:37
T375,SMURF_OUT2,FO2_R3,56,2026-02-17 14:02:41
T376,SMURF_OUT2,FO2_R4,66,2026-02-17 03:41:07
T377,SMURF_OUT2,FO2_R4,47,2026-02-17 19:40:18
T378,SMURF_OUT2,FO2_R4,36,2026-02-17 14:17:27
T379,SMURF_OUT2,FO2_R4,78,2026-02-17 20:08:32
T380,SMURF_OUT2,FO2_R5,55,2026-02-17 04:34:50
T381,SMURF_OUT2,FO2_R5,65,2026-02-17 07:23:39
T382,SMURF_OUT2,FO2_R6,82,2026-02-17 20:08:42
T383,SMURF_OUT2,FO2_R6,62,2026-02-17 23:43:13
T384,SMURF_OUT2,FO2_R6,27,2026-02-17 05:49:38
T385,SMURF_OUT2,FO2_R7,23,2026-02-17 07:48:35
T386,SMURF_OUT2,FO2_R7,39,2026-02-17 09:57:23
T387,SMURF_OUT2,FO2_R7,54,2026-02-17 15:42:13
T388,SMURF_OUT2,FO2_R8,60,2026-02-17 23:46:53
T389,SMURF_OUT2,FO2_R8,79,2026-02-17 02:42:36
T390,SMURF_OUT2,FO2_R9,23,2026-02-17 08:24:47
T391,SMURF_OUT2,FO2_R9,77,2026-02-17 17:35:00
T392,SMURF_OUT2,FO2_R9,35,2026-02-17 03:19:18
T393,SMURF_OUT2,FO2_R10,26,2026-02-17 16:44:34
T394,SMURF_OUT2,FO2_R10,47,2026-02-17 09:00:08
T395,SMURF_OUT2,FO2_R10,57,2026-02-17 07:33:47
T396,SMURF_OUT2,FO2_R11,85,2026-02-17 06:03:49
T397,SMURF_OUT2,FO2_R11,32,2026-02-17 04:10:13
T398,SMURF_OUT2,FO2_R12,76,2026-02-17 18:06:32
T399,SMURF_OUT2,FO2_R12,65,2026-02-17 21:06:29
T400,SMURF_OUT2,FO2_R12,24,2026-02-17 03:02:20
T401,SMURF_OUT3,FO3_R1,60,2026-02-18 16:19:43
T402,SMURF_OUT3,FO3_R1,31,2026-02-18 08:42:29
T403,SMURF_OUT3,FO3_R1,59,2026-02-18 22:18:15
T404,SMURF_OUT3,FO3_R2,27,2026-02-18 23:17:40
T405,SMURF_OUT3,FO3_R2,48,2026-02-18 14:26:41
T406,SMURF_OUT3,FO3_R3,37,2026-02-18 20:23:54
T407,SMURF_OUT3,FO3_R3,62,2026-02-18 23:38:57
T408,SMURF_OUT3,FO3_R4,44,2026-02-18 10:41:10
T409,SMURF_OUT3,FO3_R4,87,2026-02-18 16:23:43
T410,SMURF_OUT3,FO3_R5,44,2026-02-18 11:48:39
T411,SMURF_OUT3,FO3_R5,86,2026-02-18 05:46:19
T412,SMURF_OUT3,FO3_R5,44,2026-02-18 23:17:26
T413,SMURF_OUT3,FO3_R5,31,2026-02-18 09:30:30
T414,SMURF_OUT3,FO3_R6,54,2026-02-18 10:02:43
T415,SMURF_OUT3,FO3_R6,31,2026-02-18 00:24:10
