transaction_id,sender_id,receiver_id,amount,timestamp
T64,A2,B2,120,2026-02-12 09:00:00
T65,B2,C2,130,2026-02-12 10:00:00
T66,C2,D2,140,2026-02-12 11:00:00
T67,D2,E2,150,2026-02-12 12:00:00
T68,E2,A2,160,2026-02-12 13:00:00
T69,LARGE1,LARGE2,1000,2026-01-01 08:00:00
T70,LARGE2,LARGE3,1000,2026-01-02 08:00:00
T71,LARGE3,LARGE4,1000,2026-01-03 08:00:00
T72,LARGE4,LARGE5,1000,2026-01-04 08:00:00
T73,LARGE5,LARGE6,1000,2026-01-05 08:00:00
T74,LARGE6,LARGE7,1000,2026-01-06 08:00:00
T75,LARGE7,LARGE8,1000,2026-01-07 08:00:00
T76,LARGE8,LARGE9,1000,2026-01-08 08:00:00
T77,LARGE9,LARGE10,1000,2026-01-09 08:00:00
T78,LARGE10,LARGE1,1000,2026-01-10 08:00:00
T79,X1,X2,90,2026-02-13 09:00:00
T80,X2,X3,95,2026-02-13 10:00:00
T81,X3,X1,85,2026-02-13 11:00:00
T82,U1,U2,70,2026-02-14 09:00:00
T83,U2,U3,75,2026-02-14 10:00:00
T84,U3,U4,80,2026-02-14 11:00:00
T85,U4,U5,85,2026-02-14 12:00:00
T86,U5,U1,90,2026-02-14 13:00:00
T87,CLEAN1,CLEAN2,200,2026-01-01 10:00:00
T88,CLEAN2,CLEAN3,200,2026-01-10 10:00:00
T89,CLEAN3,CLEAN4,200,2026-01-20 10:00:00
T90,CLEAN4,CLEAN5,200,2026-02-01 10:00:00
T91,CLEAN5,CLEAN6,200,2026-02-10 10:00:00
T92,CLEAN6,CLEAN7,200,2026-02-20 10:00:00
T93,CLEAN7,CLEAN8,200,2026-03-01 10:00:00
T94,CLEAN8,CLEAN9,200,2026-03-10 10:00:00
T95,CLEAN9,CLEAN10,200,2026-03-20 10:00:00
T96,CLEAN10,CLEAN1,200,2026-04-01 10:00:00
T97,Z1,Z2,60,2026-02-15 09:00:00
T98,Z2,Z3,65,2026-02-15 10:00:00
T99,Z3,Z4,70,2026-02-15 11:00:00
T100,Z4,Z5,75,2026-02-15 12:00:00
T101,Z5,Z6,80,2026-02-15 13:00:00
T102,Z6,Z7,85,2026-02-15 14:00:00
T103,Z7,Z8,90,2026-02-15 15:00:00
T104,Z8,Z9,95,2026-02-15 16:00:00
T105,Z9,Z10,100,2026-02-15 17:00:00
T106,Z10,Z1,105,2026-02-15 18:00:00
T107,Q1,Q2,300,2026-02-16 09:00:00
T108,Q2,Q3,310,2026-02-16 10:00:00
T109,Q3,Q4,320,2026-02-16 11:00:00
T110,Q4,Q5,330,2026-02-16 12:00:00
T111,Q5,Q6,340,2026-02-16 13:00:00
T112,Q6,Q7,350,2026-02-16 14:00:00
T113,Q7,Q8,360,2026-02-16 15:00:00
T114,Q8,Q9,370,2026-02-16 16:00:00
T115,Q9,Q10,380,2026-02-16 17:00:00
T116,Q10,Q1,390,2026-02-16 18:00:00
T117,RANDOM1,RANDOM2,120,2026-02-17 10:00:00
T118,RANDOM2,RANDOM3,130,2026-02-18 11:00:00
T119,RANDOM3,RANDOM4,140,2026-02-19 12:00:00
T120,RANDOM4,RANDOM5,150,2026-02-20 13:00:00
